State,Cause Name,Year,Deaths,Age-adjusted Death Rate
Illinois,Alzheimer's disease,2003,2626,20.9
Indiana,Alzheimer's disease,2003,1515,24.6
Iowa,Alzheimer's disease,2003,887,22.1
Kansas,Alzheimer's disease,2003,781,24.7
Kentucky,Alzheimer's disease,2003,1072,27.7
Louisiana,Alzheimer's disease,2003,1184,30.0
Maine,Alzheimer's disease,2003,467,30.2
Maryland,Alzheimer's disease,2003,865,17.8
Massachusetts,Alzheimer's disease,2003,1609,21.3
Michigan,Alzheimer's disease,2003,2133,21.4
Minnesota,Alzheimer's disease,2003,1243,22.7
Mississippi,Alzheimer's disease,2003,583,22.0
Missouri,Alzheimer's disease,2003,1293,20.6
Montana,Alzheimer's disease,2003,235,22.7
Nebraska,Alzheimer's disease,2003,461,22.2
Nevada,Alzheimer's disease,2003,309,19.6
New Hampshire,Alzheimer's disease,2003,286,23.0
New Jersey,Alzheimer's disease,2003,1636,17.7
New Mexico,Alzheimer's disease,2003,360,21.6
New York,Alzheimer's disease,2003,1866,9.0
North Carolina,Alzheimer's disease,2003,2145,28.3
North Dakota,Alzheimer's disease,2003,336,37.5
Ohio,Alzheimer's disease,2003,2902,23.7
Oklahoma,Alzheimer's disease,2003,794,22.1
Oregon,Alzheimer's disease,2003,1157,29.8
Pennsylvania,Alzheimer's disease,2003,2952,18.3
Rhode Island,Alzheimer's disease,2003,303,22.0
South Carolina,Alzheimer's disease,2003,1051,28.8
South Dakota,Alzheimer's disease,2003,174,17.5
Tennessee,Alzheimer's disease,2003,1466,26.9
Texas,Alzheimer's disease,2003,4015,24.9
United States,Alzheimer's disease,2003,63457,22.1
Utah,Alzheimer's disease,2003,332,21.4
Vermont,Alzheimer's disease,2003,171,25.9
Virginia,Alzheimer's disease,2003,1466,23.4
Washington,Alzheimer's disease,2003,2380,41.4
West Virginia,Alzheimer's disease,2003,470,22.2
Wisconsin,Alzheimer's disease,2003,1411,22.6
Wyoming,Alzheimer's disease,2003,142,30.9
Alabama,Stroke,2003,3028,67.0
Alaska,Stroke,2003,185,62.3
Arizona,Stroke,2003,2428,45.5
Arkansas,Stroke,2003,2107,71.1
California,Stroke,2003,17692,58.2
Colorado,Stroke,2003,1813,51.5
Connecticut,Stroke,2003,1828,44.0
Delaware,Stroke,2003,407,49.9
District of Columbia,Stroke,2003,257,46.0
Florida,Stroke,2003,9899,44.4
Georgia,Stroke,2003,4301,65.6
Hawaii,Stroke,2003,752,55.7
Idaho,Stroke,2003,762,60.5
Illinois,Stroke,2003,6909,55.4
Indiana,Stroke,2003,3627,58.7
Iowa,Stroke,2003,2081,54.5
Kansas,Stroke,2003,1758,57.5
Kentucky,Stroke,2003,2442,61.3
Louisiana,Stroke,2003,2526,61.4
Maine,Stroke,2003,802,52.2
Maryland,Stroke,2003,2734,54.7
Massachusetts,Stroke,2003,3407,46.5
Michigan,Stroke,2003,5470,54.5
Minnesota,Stroke,2003,2550,47.9
Mississippi,Stroke,2003,1736,63.6
Missouri,Stroke,2003,3580,57.7
Montana,Stroke,2003,576,56.1
Nebraska,Stroke,2003,1094,54.7
Nevada,Stroke,2003,1028,57.8
New Hampshire,Stroke,2003,536,43.0
New Jersey,Stroke,2003,3966,43.1
New Mexico,Stroke,2003,770,44.6
New York,Stroke,2003,7281,35.7
North Carolina,Stroke,2003,5203,66.4
North Dakota,Stroke,2003,476,56.7
Ohio,Stroke,2003,6910,56.6
Oklahoma,Stroke,2003,2485,68.9
Oregon,Stroke,2003,2554,66.7
Pennsylvania,Stroke,2003,8261,52.8
Rhode Island,Stroke,2003,565,42.9
South Carolina,Stroke,2003,2748,71.2
South Dakota,Stroke,2003,476,50.4
Tennessee,Stroke,2003,3883,69.2
Texas,Stroke,2003,10303,60.8
United States,Stroke,2003,157689,54.6
Utah,Stroke,2003,876,55.2
Vermont,Stroke,2003,306,46.2
Virginia,Stroke,2003,3938,60.6
Washington,Stroke,2003,3595,62.4
West Virginia,Stroke,2003,1309,61.2
Wisconsin,Stroke,2003,3216,53.1
Wyoming,Stroke,2003,253,53.9
Alabama,CLRD,2003,2434,52.4
Alaska,CLRD,2003,147,46.9
Arizona,CLRD,2003,2560,46.5
Arkansas,CLRD,2003,1500,50.1
California,CLRD,2003,13448,44.2
Colorado,CLRD,2003,1931,54.0
Connecticut,CLRD,2003,1445,36.1
Delaware,CLRD,2003,339,40.6
District of Columbia,CLRD,2003,137,24.7
Florida,CLRD,2003,9087,40.4
Georgia,CLRD,2003,3254,48.7
Hawaii,CLRD,2003,287,21.1
Idaho,CLRD,2003,601,47.9
Illinois,CLRD,2003,4858,39.5
Indiana,CLRD,2003,3264,52.8
Iowa,CLRD,2003,1674,46.6
Kansas,CLRD,2003,1443,49.5
Kentucky,CLRD,2003,2391,58.4
Louisiana,CLRD,2003,1731,41.4
Maine,CLRD,2003,782,51.3
Maryland,CLRD,2003,1986,39.5
Massachusetts,CLRD,2003,2765,38.9
Michigan,CLRD,2003,4472,44.6
Minnesota,CLRD,2003,1832,35.8
Mississippi,CLRD,2003,1394,50.7
Missouri,CLRD,2003,2939,47.9
Montana,CLRD,2003,588,58.3
Nebraska,CLRD,2003,894,47.0
Nevada,CLRD,2003,1173,62.9
New Hampshire,CLRD,2003,531,42.8
New Jersey,CLRD,2003,2910,31.9
New Mexico,CLRD,2003,936,53.3
New York,CLRD,2003,6709,33.3
North Carolina,CLRD,2003,3887,48.2
North Dakota,CLRD,2003,302,39.1
Ohio,CLRD,2003,5927,48.5
Oklahoma,CLRD,2003,2160,59.0
Oregon,CLRD,2003,1819,48.5
Pennsylvania,CLRD,2003,6046,39.2
Rhode Island,CLRD,2003,495,39.0
South Carolina,CLRD,2003,1913,47.4
South Dakota,CLRD,2003,379,42.9
Tennessee,CLRD,2003,3067,52.8
Texas,CLRD,2003,7567,43.8
United States,CLRD,2003,126382,43.7
Utah,CLRD,2003,569,35.0
Vermont,CLRD,2003,301,46.2
Virginia,CLRD,2003,2983,45.0
Washington,CLRD,2003,2652,46.6
West Virginia,CLRD,2003,1296,59.2
Wisconsin,CLRD,2003,2299,39.1
Wyoming,CLRD,2003,278,57.6
Alabama,Diabetes,2003,1414,30.4
Alaska,Diabetes,2003,102,27.7
Arizona,Diabetes,2003,1153,20.9
Arkansas,Diabetes,2003,884,29.9
California,Diabetes,2003,7093,22.8
Colorado,Diabetes,2003,708,19.1
Connecticut,Diabetes,2003,665,16.8
Delaware,Diabetes,2003,239,28.4
District of Columbia,Diabetes,2003,179,32.4
Florida,Diabetes,2003,4762,21.9
Georgia,Diabetes,2003,1717,24.4
Hawaii,Diabetes,2003,202,14.8
Idaho,Diabetes,2003,358,28.3
Illinois,Diabetes,2003,3044,24.6
Indiana,Diabetes,2003,1731,27.8
Iowa,Diabetes,2003,727,20.2
Kansas,Diabetes,2003,676,23.2
Kentucky,Diabetes,2003,1296,31.6
Louisiana,Diabetes,2003,1740,40.9
Maine,Diabetes,2003,398,26.2
Maryland,Diabetes,2003,1454,28.2
Massachusetts,Diabetes,2003,1424,20.2
Michigan,Diabetes,2003,2640,26.2
Minnesota,Diabetes,2003,1276,24.9
Mississippi,Diabetes,2003,680,24.4
Missouri,Diabetes,2003,1666,27.1
Montana,Diabetes,2003,261,25.8
Nebraska,Diabetes,2003,407,21.1
Nevada,Diabetes,2003,301,15.0
New Hampshire,Diabetes,2003,300,23.6
New Jersey,Diabetes,2003,2484,27.2
New Mexico,Diabetes,2003,599,33.2
New York,Diabetes,2003,4227,21.0
North Carolina,Diabetes,2003,2388,29.1
North Dakota,Diabetes,2003,211,27.0
Ohio,Diabetes,2003,3731,30.6
Oklahoma,Diabetes,2003,1104,30.4
Oregon,Diabetes,2003,1032,27.3
Pennsylvania,Diabetes,2003,3732,24.8
Rhode Island,Diabetes,2003,252,20.4
South Carolina,Diabetes,2003,1161,28.3
South Dakota,Diabetes,2003,203,23.0
Tennessee,Diabetes,2003,1855,31.7
Texas,Diabetes,2003,5668,31.6
United States,Diabetes,2003,74219,25.5
Utah,Diabetes,2003,520,31.5
Vermont,Diabetes,2003,183,27.7
Virginia,Diabetes,2003,1587,23.0
Washington,Diabetes,2003,1509,26.1
West Virginia,Diabetes,2003,807,37.1
Wisconsin,Diabetes,2003,1331,22.7
Wyoming,Diabetes,2003,138,27.8
Alabama,Heart disease,2003,13150,288.5
Alaska,Heart disease,2003,626,185.5
Arizona,Heart disease,2003,10887,202.2
Arkansas,Heart disease,2003,7786,262.5
California,Heart disease,2003,68864,225.1
Colorado,Heart disease,2003,6499,180.3
Connecticut,Heart disease,2003,8389,204.1
Delaware,Heart disease,2003,2027,247.2
District of Columbia,Heart disease,2003,1630,291.9
Florida,Heart disease,2003,48141,217.3
Georgia,Heart disease,2003,17188,255.2
Hawaii,Heart disease,2003,2461,182.2
Idaho,Heart disease,2003,2566,202.1
Illinois,Heart disease,2003,29816,239.2
Indiana,Heart disease,2003,15467,249.4
Iowa,Heart disease,2003,7840,210.9
Kansas,Heart disease,2003,6491,214.7
Kentucky,Heart disease,2003,11319,279.2
Louisiana,Heart disease,2003,11540,277.5
Maine,Heart disease,2003,3106,203.0
Maryland,Heart disease,2003,12164,239.8
Massachusetts,Heart disease,2003,14634,201.5
Michigan,Heart disease,2003,26010,258.0
Minnesota,Heart disease,2003,8144,154.1
Mississippi,Heart disease,2003,8683,317.1
Missouri,Heart disease,2003,16410,264.9
Montana,Heart disease,2003,1984,193.3
Nebraska,Heart disease,2003,3954,199.6
Nevada,Heart disease,2003,4599,244.0
New Hampshire,Heart disease,2003,2725,216.7
New Jersey,Heart disease,2003,22043,239.9
New Mexico,Heart disease,2003,3402,194.8
New York,Heart disease,2003,55276,270.9
North Carolina,Heart disease,2003,18674,233.3
North Dakota,Heart disease,2003,1632,201.8
Ohio,Heart disease,2003,30667,251.2
Oklahoma,Heart disease,2003,11061,304.9
Oregon,Heart disease,2003,7049,184.4
Pennsylvania,Heart disease,2003,38075,246.2
Rhode Island,Heart disease,2003,3011,231.9
South Carolina,Heart disease,2003,9510,240.1
South Dakota,Heart disease,2003,1943,210.2
Tennessee,Heart disease,2003,15919,277.6
Texas,Heart disease,2003,41779,241.2
United States,Heart disease,2003,685089,236.3
Utah,Heart disease,2003,3018,187.4
Vermont,Heart disease,2003,1349,204.1
Virginia,Heart disease,2003,14756,222.1
Washington,Heart disease,2003,11185,192.8
West Virginia,Heart disease,2003,6186,288.1
Wisconsin,Heart disease,2003,12479,207.9
Wyoming,Heart disease,2003,975,202.1
Alabama,Influenza and pneumonia,2003,1157,25.9
Alaska,Influenza and pneumonia,2003,60,21.2
Arizona,Influenza and pneumonia,2003,1286,24.2
Arkansas,Influenza and pneumonia,2003,921,31.1
California,Influenza and pneumonia,2003,8185,27.0
Colorado,Influenza and pneumonia,2003,810,23.0
Connecticut,Influenza and pneumonia,2003,860,20.5
Delaware,Influenza and pneumonia,2003,127,15.8
District of Columbia,Influenza and pneumonia,2003,87,15.6
Florida,Influenza and pneumonia,2003,2996,13.6
Georgia,Influenza and pneumonia,2003,1687,26.3
Hawaii,Influenza and pneumonia,2003,237,17.6
Idaho,Influenza and pneumonia,2003,334,26.4
Illinois,Influenza and pneumonia,2003,2875,22.9
Indiana,Influenza and pneumonia,2003,1365,22.1
Iowa,Influenza and pneumonia,2003,1032,26.3
Kansas,Influenza and pneumonia,2003,694,22.3
Kentucky,Influenza and pneumonia,2003,1033,26.1
Louisiana,Influenza and pneumonia,2003,915,22.7
Maine,Influenza and pneumonia,2003,327,21.4
Maryland,Influenza and pneumonia,2003,1175,23.6
New Hampshire,Cancer,2003,2485,193.7
Massachusetts,Influenza and pneumonia,2003,2019,27.0
Michigan,Influenza and pneumonia,2003,1941,19.4
Minnesota,Influenza and pneumonia,2003,858,15.7
Mississippi,Influenza and pneumonia,2003,758,28.1
Missouri,Influenza and pneumonia,2003,1604,25.7
Montana,Influenza and pneumonia,2003,256,24.8
Nebraska,Influenza and pneumonia,2003,435,21.1
Nevada,Influenza and pneumonia,2003,410,23.3
New Hampshire,Influenza and pneumonia,2003,204,16.4
New Jersey,Influenza and pneumonia,2003,1823,19.8
New Mexico,Influenza and pneumonia,2003,369,21.6
New York,Influenza and pneumonia,2003,5335,26.1
North Carolina,Influenza and pneumonia,2003,1990,25.6
North Dakota,Influenza and pneumonia,2003,189,21.9
Ohio,Influenza and pneumonia,2003,2330,19.1
Oklahoma,Influenza and pneumonia,2003,949,26.4
Oregon,Influenza and pneumonia,2003,632,16.4
Pennsylvania,Influenza and pneumonia,2003,3010,19.2
Rhode Island,Influenza and pneumonia,2003,267,20.0
South Carolina,Influenza and pneumonia,2003,907,23.8
South Dakota,Influenza and pneumonia,2003,227,23.2
Tennessee,Influenza and pneumonia,2003,1814,32.5
Texas,Influenza and pneumonia,2003,3613,21.4
United States,Influenza and pneumonia,2003,65163,22.6
Utah,Influenza and pneumonia,2003,453,28.2
Vermont,Influenza and pneumonia,2003,116,17.7
Virginia,Influenza and pneumonia,2003,1559,24.2
Washington,Influenza and pneumonia,2003,1086,18.8
West Virginia,Influenza and pneumonia,2003,536,25.3
Wisconsin,Influenza and pneumonia,2003,1165,19.0
Wyoming,Influenza and pneumonia,2003,145,30.8
Alabama,Suicide,2003,521,11.4
Alaska,Suicide,2003,124,20.3
Arizona,Suicide,2003,840,15.5
Arkansas,Suicide,2003,374,13.6
California,Suicide,2003,3397,9.9
Colorado,Suicide,2003,728,16.1
Connecticut,Suicide,2003,272,7.5
Delaware,Suicide,2003,94,11.4
District of Columbia,Suicide,2003,36,6.1
Florida,Suicide,2003,2297,12.8
Georgia,Suicide,2003,972,11.6
Hawaii,Suicide,2003,131,10.2
Idaho,Suicide,2003,217,16.4
Illinois,Suicide,2003,1011,8.0
Indiana,Suicide,2003,736,11.9
Iowa,Suicide,2003,352,11.9
Kansas,Suicide,2003,347,12.8
Kentucky,Suicide,2003,567,13.6
Louisiana,Suicide,2003,461,10.3
Maine,Suicide,2003,137,10.0
Maryland,Suicide,2003,491,8.9
Massachusetts,Suicide,2003,433,6.5
Michigan,Suicide,2003,1029,10.2
Minnesota,Suicide,2003,497,9.8
Mississippi,Suicide,2003,336,11.9
Missouri,Suicide,2003,679,11.8
Montana,Suicide,2003,180,19.5
Nebraska,Suicide,2003,176,10.2
Nevada,Suicide,2003,434,19.9
New Hampshire,Suicide,2003,158,12.0
New Jersey,Suicide,2003,588,6.7
New Mexico,Suicide,2003,343,18.6
New York,Suicide,2003,1169,5.9
North Carolina,Suicide,2003,955,11.2
North Dakota,Suicide,2003,81,12.3
Ohio,Suicide,2003,1074,9.3
Oklahoma,Suicide,2003,476,13.7
Oregon,Suicide,2003,592,16.2
Pennsylvania,Suicide,2003,1340,10.6
Rhode Island,Suicide,2003,84,7.7
South Carolina,Suicide,2003,476,11.5
South Dakota,Suicide,2003,102,13.5
Tennessee,Suicide,2003,762,12.9
Texas,Suicide,2003,2363,11.1
United States,Suicide,2003,31484,10.8
Utah,Suicide,2003,336,15.4
Vermont,Suicide,2003,83,13.0
Virginia,Suicide,2003,808,10.9
Washington,Suicide,2003,803,13.1
West Virginia,Suicide,2003,266,14.0
Wisconsin,Suicide,2003,647,11.6
Wyoming,Suicide,2003,109,21.8
Alabama,Cancer,2003,9812,208.2
Alaska,Cancer,2003,735,188.4
Arizona,Cancer,2003,9627,173.0
Arkansas,Cancer,2003,6119,205.1
California,Cancer,2003,54319,174.0
Colorado,Cancer,2003,6417,169.4
Connecticut,Cancer,2003,7131,183.0
Delaware,Cancer,2003,1719,201.5
District of Columbia,Cancer,2003,1122,200.9
Florida,Cancer,2003,39404,181.7
Georgia,Cancer,2003,14032,196.3
Hawaii,Cancer,2003,2133,157.4
Idaho,Cancer,2003,2321,181.8
Illinois,Cancer,2003,24464,198.2
Indiana,Cancer,2003,12933,207.5
Iowa,Cancer,2003,6469,187.8
Kansas,Cancer,2003,5332,185.9
Kentucky,Cancer,2003,9378,223.7
Louisiana,Cancer,2003,9533,221.8
Maine,Cancer,2003,3120,205.4
Maryland,Cancer,2003,10292,196.4
Massachusetts,Cancer,2003,13551,194.6
Michigan,Cancer,2003,19713,194.1
Minnesota,Cancer,2003,9183,181.7
Mississippi,Cancer,2003,5960,212.2
Missouri,Cancer,2003,12354,202.1
Montana,Cancer,2003,1847,181.7
Nebraska,Cancer,2003,3339,179.0
Nevada,Cancer,2003,4138,200.2
New Jersey,Cancer,2003,17957,197.3
New Mexico,Cancer,2003,3103,170.1
New York,Cancer,2003,36238,180.2
North Carolina,Cancer,2003,16145,193.9
North Dakota,Cancer,2003,1334,179.2
Ohio,Cancer,2003,25076,205.3
Oklahoma,Cancer,2003,7338,199.8
Oregon,Cancer,2003,7232,192.5
Pennsylvania,Cancer,2003,29841,200.0
Rhode Island,Cancer,2003,2328,192.1
South Carolina,Cancer,2003,8512,204.4
South Dakota,Cancer,2003,1636,190.3
Tennessee,Cancer,2003,12613,212.7
Texas,Cancer,2003,33867,186.1
United States,Cancer,2003,556902,190.9
Utah,Cancer,2003,2444,144.6
Vermont,Cancer,2003,1210,183.6
Virginia,Cancer,2003,13781,198.1
Washington,Cancer,2003,11064,190.4
West Virginia,Cancer,2003,4610,211.6
Wisconsin,Cancer,2003,10648,183.4
Wyoming,Cancer,2003,943,188.9
Alabama,Kidney disease,2003,1062,23.2
Alaska,Kidney disease,2003,28,8.4
Arizona,Kidney disease,2003,563,10.4
Arkansas,Kidney disease,2003,526,17.8
California,Kidney disease,2003,2334,7.6
Colorado,Kidney disease,2003,409,11.5
Connecticut,Kidney disease,2003,567,14.0
Delaware,Kidney disease,2003,130,15.6
District of Columbia,Kidney disease,2003,81,14.5
Florida,Kidney disease,2003,2265,10.2
Georgia,Kidney disease,2003,1471,21.9
Hawaii,Kidney disease,2003,123,9.1
Idaho,Kidney disease,2003,97,7.7
Illinois,Kidney disease,2003,2297,18.5
Indiana,Kidney disease,2003,1235,20.0
Iowa,Kidney disease,2003,241,6.5
Kansas,Kidney disease,2003,531,17.6
Kentucky,Kidney disease,2003,838,20.8
Louisiana,Kidney disease,2003,1065,25.5
Maine,Kidney disease,2003,265,17.4
Maryland,Kidney disease,2003,583,11.5
Massachusetts,Kidney disease,2003,1286,17.8
Michigan,Kidney disease,2003,1665,16.6
Minnesota,Kidney disease,2003,654,12.3
Mississippi,Kidney disease,2003,676,24.8
Missouri,Kidney disease,2003,1099,17.8
Montana,Kidney disease,2003,101,9.9
Nebraska,Kidney disease,2003,302,15.3
Nevada,Kidney disease,2003,439,23.6
New Hampshire,Kidney disease,2003,150,12.0
New Jersey,Kidney disease,2003,1696,18.5
New Mexico,Kidney disease,2003,217,12.3
New York,Kidney disease,2003,2415,11.9
North Carolina,Kidney disease,2003,1387,17.3
North Dakota,Kidney disease,2003,56,6.6
Ohio,Kidney disease,2003,2093,17.1
Oklahoma,Kidney disease,2003,566,15.7
Oregon,Kidney disease,2003,306,8.1
Pennsylvania,Kidney disease,2003,3013,19.5
Rhode Island,Kidney disease,2003,149,11.5
South Carolina,Kidney disease,2003,797,20.1
South Dakota,Kidney disease,2003,124,13.1
Tennessee,Kidney disease,2003,677,11.8
Texas,Kidney disease,2003,2678,15.4
United States,Kidney disease,2003,42453,14.7
Utah,Kidney disease,2003,207,12.7
Vermont,Kidney disease,2003,53,8.1
Virginia,Kidney disease,2003,1244,18.7
Washington,Kidney disease,2003,304,5.3
West Virginia,Kidney disease,2003,458,21.2
Wisconsin,Kidney disease,2003,873,14.5
Wyoming,Kidney disease,2003,57,11.9
Alabama,Unintentional injuries,2002,2228,49.6
Alaska,Unintentional injuries,2002,346,59.2
Arizona,Unintentional injuries,2002,2577,48.6
Arkansas,Unintentional injuries,2002,1311,47.6
California,Unintentional injuries,2002,10107,30.1
Colorado,Unintentional injuries,2002,1812,43.1
Connecticut,Unintentional injuries,2002,1182,32.5
Delaware,Unintentional injuries,2002,292,36.4
District of Columbia,Unintentional injuries,2002,200,34.6
Florida,Unintentional injuries,2002,7396,42.0
Georgia,Unintentional injuries,2002,3333,42.3
Hawaii,Unintentional injuries,2002,393,30.9
Idaho,Unintentional injuries,2002,611,47.1
Illinois,Unintentional injuries,2002,4222,33.8
Indiana,Unintentional injuries,2002,2148,34.9
Iowa,Unintentional injuries,2002,1093,33.6
Kansas,Unintentional injuries,2002,1139,40.8
Kentucky,Unintentional injuries,2002,2090,51.3
Louisiana,Unintentional injuries,2002,2115,48.1
Maine,Unintentional injuries,2002,511,38.1
Maryland,Unintentional injuries,2002,1332,25.2
Massachusetts,Unintentional injuries,2002,1413,20.7
Michigan,Unintentional injuries,2002,3285,33.0
Minnesota,Unintentional injuries,2002,1928,37.6
Mississippi,Unintentional injuries,2002,1642,58.5
New York,All causes,2002,158118,791.4
Missouri,Unintentional injuries,2002,2641,45.6
Montana,Unintentional injuries,2002,524,55.6
Nebraska,Unintentional injuries,2002,762,41.7
Nevada,Unintentional injuries,2002,860,41.7
New Hampshire,Unintentional injuries,2002,357,28.5
New Jersey,Unintentional injuries,2002,2599,29.8
New Mexico,Unintentional injuries,2002,1105,61.4
New York,Unintentional injuries,2002,4663,23.9
North Carolina,Unintentional injuries,2002,3700,45.3
North Dakota,Unintentional injuries,2002,246,35.1
Ohio,Unintentional injuries,2002,4146,35.8
Oklahoma,Unintentional injuries,2002,1580,44.9
Oregon,Unintentional injuries,2002,1397,38.4
Pennsylvania,Unintentional injuries,2002,4728,35.9
Rhode Island,Unintentional injuries,2002,277,23.4
South Carolina,Unintentional injuries,2002,1972,48.7
South Dakota,Unintentional injuries,2002,348,43.5
Tennessee,Unintentional injuries,2002,2744,47.7
Texas,Unintentional injuries,2002,8232,40.4
United States,Unintentional injuries,2002,106742,37.1
Utah,Unintentional injuries,2002,714,35.8
Vermont,Unintentional injuries,2002,240,37.8
Virginia,Unintentional injuries,2002,2479,35.2
Washington,Unintentional injuries,2002,2203,36.8
West Virginia,Unintentional injuries,2002,956,50.9
Wisconsin,Unintentional injuries,2002,2274,40.1
Wyoming,Unintentional injuries,2002,289,58.1
Alabama,All causes,2002,46069,1013.4
Alaska,All causes,2002,3030,802.4
Arizona,All causes,2002,42816,811.2
Arkansas,All causes,2002,28513,975.2
California,All causes,2002,234565,770.0
Colorado,All causes,2002,29210,804.4
Connecticut,All causes,2002,30122,766.1
Delaware,All causes,2002,6861,849.3
District of Columbia,All causes,2002,5851,1034.1
Florida,All causes,2002,167814,796.2
Georgia,All causes,2002,65449,961.6
Hawaii,All causes,2002,8801,673.4
Idaho,All causes,2002,9923,798.8
Illinois,All causes,2002,106667,866.7
Indiana,All causes,2002,55396,906.1
Iowa,All causes,2002,27978,779.9
Kansas,All causes,2002,25021,851.3
Kentucky,All causes,2002,40697,1009.7
Louisiana,All causes,2002,41984,1008.5
Maine,All causes,2002,12694,853.7
Maryland,All causes,2002,43970,872.3
Massachusetts,All causes,2002,56928,806.0
Michigan,All causes,2002,87795,885.7
Minnesota,All causes,2002,38510,751.3
Mississippi,All causes,2002,28853,1051.6
Missouri,All causes,2002,55940,922.3
Montana,All causes,2002,8506,854.4
Nebraska,All causes,2002,15738,820.2
Nevada,All causes,2002,16927,922.3
New Hampshire,All causes,2002,9853,796.0
New Jersey,All causes,2002,74009,821.7
New Mexico,All causes,2002,14344,823.8
North Carolina,All causes,2002,72027,912.6
North Dakota,All causes,2002,5892,755.5
Ohio,All causes,2002,109766,916.7
Oklahoma,All causes,2002,35502,986.4
Oregon,All causes,2002,31119,839.6
Pennsylvania,All causes,2002,130223,874.1
Rhode Island,All causes,2002,10246,823.0
South Carolina,All causes,2002,37736,964.3
South Dakota,All causes,2002,6898,778.6
Tennessee,All causes,2002,56606,995.3
Texas,All causes,2002,155524,888.4
United States,All causes,2002,2443387,855.9
Utah,All causes,2002,13116,794.0
Vermont,All causes,2002,5075,786.8
Virginia,All causes,2002,57196,865.9
Washington,All causes,2002,45338,795.0
West Virginia,All causes,2002,21016,999.0
Wisconsin,All causes,2002,46981,806.1
Wyoming,All causes,2002,4174,878.2
Alabama,Alzheimer's disease,2002,1189,27.0
Alaska,Alzheimer's disease,2002,61,25.8
Arizona,Alzheimer's disease,2002,1433,28.7
Arkansas,Alzheimer's disease,2002,551,18.6
California,Alzheimer's disease,2002,5421,18.6
Colorado,Alzheimer's disease,2002,954,29.0
Connecticut,Alzheimer's disease,2002,570,13.6
Delaware,Alzheimer's disease,2002,128,16.7
District of Columbia,Alzheimer's disease,2002,107,19.0
Florida,Alzheimer's disease,2002,4052,18.1
Georgia,Alzheimer's disease,2002,1525,25.5
Hawaii,Alzheimer's disease,2002,141,10.9
Idaho,Alzheimer's disease,2002,318,26.1
Illinois,Alzheimer's disease,2002,2398,19.3
Indiana,Alzheimer's disease,2002,1475,24.3
Iowa,Alzheimer's disease,2002,899,22.6
Kansas,Alzheimer's disease,2002,755,24.1
Kentucky,Alzheimer's disease,2002,1013,26.3
Louisiana,Alzheimer's disease,2002,1111,28.5
Maine,Alzheimer's disease,2002,513,33.6
Maryland,Alzheimer's disease,2002,866,18.4
Massachusetts,Alzheimer's disease,2002,1570,21.2
Michigan,Alzheimer's disease,2002,1958,20.0
Minnesota,Alzheimer's disease,2002,1192,22.3
Mississippi,Alzheimer's disease,2002,574,21.6
Missouri,Alzheimer's disease,2002,1187,19.0
Montana,Alzheimer's disease,2002,285,27.9
Nebraska,Alzheimer's disease,2002,460,22.3
Nevada,Alzheimer's disease,2002,253,17.3
New Hampshire,Alzheimer's disease,2002,311,25.6
New Jersey,Alzheimer's disease,2002,1522,16.7
New Mexico,Alzheimer's disease,2002,325,19.9
New York,Alzheimer's disease,2002,1803,8.9
North Carolina,Alzheimer's disease,2002,1962,26.6
North Dakota,Alzheimer's disease,2002,294,33.7
Ohio,Alzheimer's disease,2002,2599,21.7
Oklahoma,Alzheimer's disease,2002,754,21.1
Oregon,Alzheimer's disease,2002,1124,29.6
Pennsylvania,Alzheimer's disease,2002,2823,17.8
Rhode Island,Alzheimer's disease,2002,264,19.5
South Carolina,Alzheimer's disease,2002,967,27.1
South Dakota,Alzheimer's disease,2002,167,17.0
Tennessee,Alzheimer's disease,2002,1299,24.0
Texas,Alzheimer's disease,2002,3793,23.9
United States,Alzheimer's disease,2002,58866,20.8
Utah,Alzheimer's disease,2002,303,19.9
Vermont,Alzheimer's disease,2002,163,25.2
Virginia,Alzheimer's disease,2002,1368,22.4
Washington,Alzheimer's disease,2002,2195,39.0
West Virginia,Alzheimer's disease,2002,405,19.2
Wisconsin,Alzheimer's disease,2002,1344,22.0
Wyoming,Alzheimer's disease,2002,122,27.0
Alabama,Stroke,2002,3201,71.2
Alaska,Stroke,2002,158,56.0
Arizona,Stroke,2002,2535,49.1
Arkansas,Stroke,2002,2232,75.7
California,Stroke,2002,17626,59.3
Colorado,Stroke,2002,1915,55.7
Connecticut,Stroke,2002,1861,46.0
Delaware,Stroke,2002,405,51.4
District of Columbia,Stroke,2002,279,49.7
Florida,Stroke,2002,10269,46.9
Georgia,Stroke,2002,4261,66.5
Hawaii,Stroke,2002,812,62.1
Idaho,Stroke,2002,736,60.2
Illinois,Stroke,2002,7183,58.3
Indiana,Stroke,2002,3717,61.0
Iowa,Stroke,2002,2226,58.5
Kansas,Stroke,2002,1845,60.4
Kentucky,Stroke,2002,2554,64.9
Louisiana,Stroke,2002,2595,63.8
Maine,Stroke,2002,823,54.5
Maryland,Stroke,2002,2811,57.5
Massachusetts,Stroke,2002,3559,49.2
Michigan,Stroke,2002,5814,59.0
Minnesota,Stroke,2002,2706,51.7
Mississippi,Stroke,2002,1926,70.9
Missouri,Stroke,2002,3885,63.1
Montana,Stroke,2002,639,63.0
Nebraska,Stroke,2002,1103,55.2
Nevada,Stroke,2002,976,57.7
New Hampshire,Stroke,2002,627,51.3
